462	19980822T2100	  0.00
463	19980823T0900	  1.60
464	19980823T2100	 26.20
465	19980824T0900	  0.80
466	19980824T2100	  0.80
467	19980825T0900	  0.00
468	19980825T2100	  0.60
469	19980826T0900	  1.40
470	19980826T2100	  0.00
471	19980827T0900	  0.00
472	19980827T2100	  0.00
473	19980828T0900	  0.00
474	19980828T2100	  0.00
475	19980829T0900	  0.00
476	19980829T2100	  0.00
477	19980830T0900	  0.20
478	19980830T2100	  0.00
479	19980831T0900	  0.00
480	19980831T2100	  1.40
481	19980901T0900	  1.80
482	19980901T2100	  6.40
483	19980902T0900	  0.20
484	19980902T2100	  0.00
485	19980903T0900	  0.00
486	19980903T2100	  0.00
487	19980904T0900	  0.20
488	19980904T2100	  9.80
489	19980905T0900	  0.60
490	19980905T2100	  0.00
491	19980906T0900	  0.20
492	19980906T2100	  1.60
493	19980907T0900	  0.00
494	19980907T2100	  5.00
495	19980908T0900	  7.20
496	19980908T2100	  0.20
497	19980909T0900	 12.20
498	19980909T2100	 15.40
499	19980910T0900	 11.80
500	19980910T2100	  5.80
501	19980911T0900	  1.60
502	19980911T2100	  2.20
503	19980912T0900	  6.20
504	19980912T2100	  5.60
505	19980913T0900	  5.80
506	19980913T2100	  0.60
507	19980914T0900	  0.80
508	19980914T2100	  0.00
509	19980915T0900	  0.20
510	19980915T2100	  1.40
511	19980916T0900	  0.00
512	19980916T2100	  0.20
513	19980917T0900	  0.00
514	19980917T2100	  0.00
515	19980918T0900	  0.40
516	19980918T2100	  1.40
517	19980919T0900	  0.40
518	19980919T2100	  0.20
519	19980920T0900	  0.20
520	19980920T2100	  0.00
521	19980921T0900	  0.20
522	19980921T2100	  0.00
523	19980922T0900	  0.00
524	19980922T2100	  0.00
525	19980923T0900	  0.00
526	19980923T2100	  0.00
527	19980924T0900	  0.00
528	19980924T2100	  0.00
529	19980925T0900	  0.00
530	19980925T2100	  0.00
531	19980926T0900	  0.80
532	19980926T2100	  1.80
533	19980927T0900	  1.20
534	19980927T2100	  0.00
535	19980928T0900	  0.00
536	19980928T2100	  0.00
537	19980929T0900	  0.00
538	19980929T2100	  0.00
539	19980930T0900	 17.20
540	19980930T2100	  9.00
541	19981001T0900	  1.20
542	19981001T2100	  4.00
543	19981002T0900	  0.20
544	19981002T2100	  0.00
545	19981003T0900	  0.00
546	19981003T2100	  0.00
547	19981004T0900	  0.00
548	19981004T2100	  0.20
549	19981005T0900	  0.00
550	19981005T2100	  2.40
551	19981006T0900	  0.60
552	19981006T2100	  0.00
553	19981007T0900	  0.00
554	19981007T2100	  0.00
555	19981008T0900	  0.00
556	19981008T2100	  0.00
557	19981009T0900	  0.20
558	19981009T2100	  5.80
559	19981010T0900	  0.20
560	19981010T2100	  0.00
561	19981011T0900	  4.60
562	19981011T2100	  0.20
563	19981012T0900	  1.20
564	19981012T2100	  0.00
565	19981013T0900	  2.60
566	19981013T2100	 16.20
567	19981014T0900	 12.60
568	19981014T2100	  0.00
569	19981015T0900	  0.20
570	19981015T2100	  0.00
571	19981016T0900	  1.60
572	19981016T2100	 51.00
573	19981017T0900	  1.20
574	19981017T2100	  6.20
575	19981018T0900	  0.20
576	19981018T2100	  2.20
577	19981019T0900	  1.80
578	19981019T2100	  0.80
579	19981020T0900	  1.60
580	19981020T2100	  4.00
581	19981021T0900	 16.60
582	19981021T2100	  3.00
583	19981022T0900	  7.80
584	19981022T2100	 22.00
585	19981023T0900	 32.00
586	19981023T2100	  4.80
587	19981024T0900	  6.40
588	19981024T2100	 43.00
589	19981025T0900	  6.20
590	19981025T2100	  1.60
591	19981026T0900	  5.40
592	19981026T2100	  0.60
593	19981027T0900	 49.20
594	19981027T2100	 37.60
595	19981028T0900	 11.60
596	19981028T2100	  3.80
597	19981029T0900	  4.20
598	19981029T2100	  5.00
599	19981030T0900	  8.20
600	19981030T2100	  0.20
601	19981031T0900	  3.60
602	19981031T2100	  4.00
603	19981101T0900	  0.60
604	19981101T2100	  0.80
605	19981102T0900	  6.60
606	19981102T2100	 11.60
607	19981103T0900	  1.40
608	19981103T2100	  0.20
609	19981104T0900	  1.20
610	19981104T2100	  0.60
611	19981105T0900	  6.80
612	19981105T2100	  3.40
613	19981106T0900	  7.40
614	19981106T2100	  0.60
615	19981107T0900	  0.40
616	19981107T2100	  0.00
617	19981108T0900	 12.20
618	19981108T2100	  2.40
619	19981109T0900	 20.40
620	19981109T2100	  1.60
621	19981110T0900	  3.20
622	19981110T2100	  0.60
623	19981111T0900	  0.00
624	19981111T2100	  0.40
625	19981112T0900	 10.40
626	19981112T2100	 15.40
627	19981113T0900	  0.60
628	19981113T2100	  0.60
629	19981114T0900	  7.00
630	19981114T2100	  2.60
631	19981115T0900	  1.60
632	19981115T2100	  0.20
633	19981116T0900	  0.20
634	19981116T2100	  0.00
635	19981117T0900	  0.00
636	19981117T2100	  0.00
637	19981118T0900	  0.00
638	19981118T2100	  0.00
639	19981119T0900	  0.00
640	19981119T2100	  0.00
641	19981120T0900	  0.00
642	19981120T2100	  0.00
643	19981121T0900	  0.00
644	19981121T2100	  0.20
645	19981122T0900	  0.00
646	19981122T2100	  5.00
647	19981123T0900	  0.60
648	19981123T2100	  0.00
649	19981124T0900	 10.00
650	19981124T2100	  0.00
651	19981125T0900	  0.00
652	19981126T0900	  3.00
653	19981127T0900	  8.60
654	19981128T0900	  5.20
655	19981129T0900	  1.00
656	19981130T0900	  0.00
657	19981201T0900	  0.00
658	19981202T0900	  0.00
659	19981203T0900	  0.00
660	19981203T2100	  1.40
661	19981204T0900	  0.80
662	19981204T2100	  0.00
663	19981205T0900	  0.00
664	19981205T2100	  1.20
665	19981206T0900	  0.00
