612	19981105T2100	  8.00	  5.80
613	19981106T0900	  7.50	  5.00
614	19981106T2100	 10.10	  5.10
615	19981107T0900	  8.10	  5.40
616	19981107T2100	  9.40	  7.50
617	19981108T0900	 10.60	  8.00
618	19981108T2100	 12.50	  9.20
619	19981109T0900	 14.50	  9.40
620	19981109T2100	 10.80	  7.70
621	19981110T0900	  9.10	  4.40
622	19981110T2100	  8.40	  4.30
623	19981111T0900	  5.00	  2.10
624	19981111T2100	  8.10	  3.60
625	19981112T0900	  9.10	  3.60
626	19981112T2100	  7.40	  5.80
627	19981113T0900	  5.80	  3.40
628	19981113T2100	  6.70	  3.50
629	19981114T0900	  4.10	  1.10
630	19981114T2100	  7.00	  4.10
631	19981115T0900	  5.40	  4.00
632	19981115T2100	  7.10	  1.50
633	19981116T0900	  1.70	 -0.70
634	19981116T2100	  6.20	  0.10
635	19981117T0900	  6.50	 -1.80
636	19981117T2100	  2.00	  0.20
637	19981118T0900	  4.20	  0.00
638	19981118T2100	  5.10	  2.50
639	19981119T0900	  3.10	 -1.00
640	19981120T0900	  3.40	  2.20
641	19981120T0900	  5.40	  0.00
642	19981120T2100	  6.30	  2.40
643	19981121T0900	  7.40	  5.10
644	19981121T2100	  7.70	  4.10
645	19981122T0900	  8.40	  2.00
646	19981122T2100	  4.50	  3.30
647	19981123T0900	  4.00	  2.10
648	19981123T2100	  6.60	  2.00
649	19981124T0900	  7.00	  2.40
650	19981124T2100	  8.70	  2.00
651	19981125T0900	  9.00	  1.50
652	19981126T0900	  8.70	  4.00
653	19981127T0900	  9.80	  6.20
654	19981128T0900	 11.00	  6.70
655	19981129T0900	  8.80	  1.70
656	19981130T0900	  7.40	  1.20
657	19981201T0900	  6.80	  3.20
658	19981202T0900	  5.90	  2.30
659	19981203T0900	  5.10	 -1.40
660	19981203T2100	  5.60	 -0.50
661	19981204T0900	  4.00	 -0.30
662	19981204T2100	  3.40	  0.80
663	19981205T0900	  1.80	 -0.60
664	19981205T2100	  4.00	 -2.30
665	19981206T0900	 -0.50	 -3.20
666	19981206T2100	  2.70	 -2.00
667	19981207T0900	  3.80	  2.40
668	19981207T2100	  5.80	  3.00
669	19981208T0900	  9.60	  3.30
670	19981209T0900	  6.70	  1.80
671	19981209T2100	  7.10	  2.90
672	19981210T0900	  9.00	  4.70
673	19981210T2100	  9.40	  6.50
674	19981211T0900	  7.10	  3.50
675	19981211T2100	  8.70	  5.10
676	19981212T0900	 11.20	  6.30
677	19981212T2100	  9.20	  6.20
678	19981213T0900	  8.00	  5.90
679	19981213T2100	 10.50	  6.40
680	19981214T0900	 11.90	 10.50
681	19981214T2100	 12.10	 11.00
682	19981215T0900	 11.00	  6.90
683	19981215T2100	  8.00	  5.40
684	19981216T0900	  6.90	  5.10
685	19981216T2100	  8.90	  6.20
686	19981217T0900	  9.10	  7.90
687	19981217T2100	  9.60	  7.30
688	19981218T0900	  7.70	  4.70
689	19981218T2100	  6.90	  3.20
690	19981219T0900	  5.10	  3.40
691	19981219T2100	  5.60	  1.60
692	19981220T0900	  1.90	 -0.70
693	19981220T2100	  2.00	 -1.30
694	19981221T0900	 -0.70	 -2.90
695	19981221T2100	  4.60	 -1.10
696	19981222T0900	  4.70	  1.10
697	19981222T2100	  5.60	  1.70
698	19981223T0900	  7.80	  2.70
699	19981223T2100	  4.50	  1.40
700	19981224T0900	  2.50	  0.20
701	19981224T2100	  9.40	  2.30
702	19981225T0900	  9.60	  8.20
703	19981225T2100	  8.80	  3.90
704	19981226T0900	  4.40	  2.30
705	19981226T2100	 10.00	  3.50
706	19981227T0900	  5.50	  1.80
707	19981227T2100	  5.70	  2.70
708	19981228T0900	  3.90	  0.30
709	19981228T2100	  3.80	  0.30
710	19981229T0900	  3.00	 -0.30
711	19981229T2100	  6.20	  3.00
712	19981230T0900	  9.00	  6.10
713	19981230T2100	  7.40	  4.10
714	19981231T0900	  5.40	  3.70
715	19981231T2100	  7.00	  4.80
