 ID        IDTYPE  MET_DOM     YEAR   MONTH     DAY  END_HOUR   COUNT     AMT     DUR
 425000    RAIN        NCM     1998       7      21       900      12      56    -999
 425000    RAIN        NCM     1998       7      21      2100      12      62    -999
 425000    RAIN        NCM     1998       7      22       900      12      22    -999
 425000    RAIN        NCM     1998       7      22      2100      12      34    -999
 425000    RAIN        NCM     1998       7      23       900      12      32    -999
 425000    RAIN        NCM     1998       7      23      2100      12       0    -999
 425000    RAIN        NCM     1998       7      24       900      12       0    -999
 425000    RAIN        NCM     1998       7      25       900      12       0    -999
 425000    RAIN        NCM     1998       7      25      2100      12       0    -999
 425000    RAIN        NCM     1998       7      26       900      12       2    -999
 425000    RAIN        NCM     1998       7      26      2100      12      32    -999
 425000    RAIN        NCM     1998       7      27       900      12       0    -999
 425000    RAIN        NCM     1998       7      27      2100      12       2    -999
 425000    RAIN        NCM     1998       7      28       900      12      20    -999
 425000    RAIN        NCM     1998       7      28      2100      12       2    -999
 425000    RAIN        NCM     1998       7      29       900      12      16    -999
 425000    RAIN        NCM     1998       7      29      2100      12      26    -999
 425000    RAIN        NCM     1998       7      30       900      12     132    -999
 425000    RAIN        NCM     1998       7      30      2100      12      88    -999
 425000    RAIN        NCM     1998       7      31       900      12       2    -999
 425000    RAIN        NCM     1998       7      31      2100      12       0    -999
 425000    RAIN        NCM     1998       8       1       900      12      42    -999
 425000    RAIN        NCM     1998       8       1      2100      12       2    -999
 425000    RAIN        NCM     1998       8       2       900      12       0    -999
 425000    RAIN        NCM     1998       8       2      2100      12       0    -999
 425000    RAIN        NCM     1998       8       3       900      12      70    -999
 425000    RAIN        NCM     1998       8       3      2100      12     106    -999
 425000    RAIN        NCM     1998       8       4       900      12       0    -999
 425000    RAIN        NCM     1998       8       4      2100      12       0    -999
 425000    RAIN        NCM     1998       8       5       900      12       0    -999
 425000    RAIN        NCM     1998       8       5      2100      12       0    -999
 425000    RAIN        NCM     1998       8       6       900      12       0    -999
 425000    RAIN        NCM     1998       8       6      2100      12       0    -999
 425000    RAIN        NCM     1998       8       7       900      12       2    -999
 425000    RAIN        NCM     1998       8       7      2100      12       0    -999
 425000    RAIN        NCM     1998       8       8       900      12       0    -999
 425000    RAIN        NCM     1998       8       9       900      12       0    -999
 425000    RAIN        NCM     1998       8       9      2100      12       0    -999
 425000    RAIN        NCM     1998       8      10       900      12       0    -999
 425000    RAIN        NCM     1998       8      10      2100      12       0    -999
 425000    RAIN        NCM     1998       8      11       900      12       2    -999
 425000    RAIN        NCM     1998       8      11      2100      12       0    -999
 425000    RAIN        NCM     1998       8      12       900      12       8    -999
 425000    RAIN        NCM     1998       8      12      2100      12      20    -999
 425000    RAIN        NCM     1998       8      13       900      12       0    -999
 425000    RAIN        NCM     1998       8      13      2100      12      14    -999
 425000    RAIN        NCM     1998       8      14       900      12      14    -999
 425000    RAIN        NCM     1998       8      14      2100      12      66    -999
 425000    RAIN        NCM     1998       8      15       900      12       6    -999
 425000    RAIN        NCM     1998       8      15      2100      12       2    -999
 425000    RAIN        NCM     1998       8      16       900      12       0    -999
 425000    RAIN        NCM     1998       8      16      2100      12       2    -999
 425000    RAIN        NCM     1998       8      17       900      12      26    -999
 425000    RAIN        NCM     1998       8      17      2100      12       2    -999
 425000    RAIN        NCM     1998       8      18       900      12       2    -999
 425000    RAIN        NCM     1998       8      18      2100      12       0    -999
 425000    RAIN        NCM     1998       8      19       900      12       0    -999
 425000    RAIN        NCM     1998       8      19      2100      12       2    -999
 425000    RAIN        NCM     1998       8      20       900      12       0    -999
 425000    RAIN        NCM     1998       8      20      2100      12      38    -999
 425000    RAIN        NCM     1998       8      21       900      12      58    -999
 425000    RAIN        NCM     1998       8      21      2100      12       0    -999
 425000    RAIN        NCM     1998       8      22       900      12       2    -999
 425000    RAIN        NCM     1998       8      22      2100      12       0    -999
 425000    RAIN        NCM     1998       8      23       900      12      16    -999
 425000    RAIN        NCM     1998       8      23      2100      12     262    -999
 425000    RAIN        NCM     1998       8      24       900      12       8    -999
