 ID        IDTYPE  MET_DOM     YEAR     MON     DAY    TIME   COUNT   MAX_T   MIN_T  MIN_GRASS_T  MIN_CONC_T
 7948      DCNN        NCM     1998       7      21     900      12     145     108          105        -999
 7948      DCNN        NCM     1998       7      21    2100      12     156     113         -999        -999
 7948      DCNN        NCM     1998       7      22     900      12     133     101           98        -999
 7948      DCNN        NCM     1998       7      22    2100      12     159     126         -999        -999
 7948      DCNN        NCM     1998       7      23     900      12     133     120          122        -999
 7948      DCNN        NCM     1998       7      23    2100      12     139     119         -999        -999
 7948      DCNN        NCM     1998       7      24     900      12     135      89           34        -999
 7948      DCNN        NCM     1998       7      25     900      12     144      75           37        -999
 7948      DCNN        NCM     1998       7      25    2100      12     174     119         -999        -999
 7948      DCNN        NCM     1998       7      26     900      12     119      96           79        -999
 7948      DCNN        NCM     1998       7      26    2100      12     132     110         -999        -999
 7948      DCNN        NCM     1998       7      27     900      12     154     104           72        -999
 7948      DCNN        NCM     1998       7      27    2100      12     165     124         -999        -999
 7948      DCNN        NCM     1998       7      28     900      12     133     120          119        -999
 7948      DCNN        NCM     1998       7      28    2100      12     167     129         -999        -999
 7948      DCNN        NCM     1998       7      29     900      12     134     117          116        -999
 7948      DCNN        NCM     1998       7      29    2100      12     155     120         -999        -999
 7948      DCNN        NCM     1998       7      30     900      12     122     110          107        -999
 7948      DCNN        NCM     1998       7      30    2100      12     156     116         -999        -999
 7948      DCNN        NCM     1998       7      31     900      12     121     101           88        -999
 7948      DCNN        NCM     1998       7      31    2100      12     149     102         -999        -999
 7948      DCNN        NCM     1998       8       1     900      12     127      97           92        -999
 7948      DCNN        NCM     1998       8       1    2100      12     149     118         -999        -999
 7948      DCNN        NCM     1998       8       2     900      12     131     104           89        -999
 7948      DCNN        NCM     1998       8       2    2100      12     182     118         -999        -999
 7948      DCNN        NCM     1998       8       3     900      12     128     106          102        -999
 7948      DCNN        NCM     1998       8       3    2100      12     173     128         -999        -999
 7948      DCNN        NCM     1998       8       4     900      12     140      93           56        -999
 7948      DCNN        NCM     1998       8       4    2100      12     167     126         -999        -999
 7948      DCNN        NCM     1998       8       5     900      12     147     107           85        -999
 7948      DCNN        NCM     1998       8       5    2100      12     169     110         -999        -999
 7948      DCNN        NCM     1998       8       6     900      12     124     101           67        -999
 7948      DCNN        NCM     1998       8       6    2100      12     147     122         -999        -999
 7948      DCNN        NCM     1998       8       7     900      12     135     127          130        -999
 7948      DCNN        NCM     1998       8       7    2100      12     172     121         -999        -999
 7948      DCNN        NCM     1998       8       8     900      12     174     114           94        -999
 7948      DCNN        NCM     1998       8       9     900      12     167     145          145        -999
 7948      DCNN        NCM     1998       8       9    2100      12     216     147         -999        -999
 7948      DCNN        NCM     1998       8      10     900      12     192     136           99        -999
 7948      DCNN        NCM     1998       8      10    2100      12     207     149         -999        -999
 7948      DCNN        NCM     1998       8      11     900      12     181     125           83        -999
 7948      DCNN        NCM     1998       8      11    2100      12     206     150         -999        -999
 7948      DCNN        NCM     1998       8      12     900      12     153     111          102        -999
 7948      DCNN        NCM     1998       8      12    2100      12     155     116         -999        -999
 7948      DCNN        NCM     1998       8      13     900      12     125      95           62        -999
 7948      DCNN        NCM     1998       8      13    2100      12     140     114         -999        -999
 7948      DCNN        NCM     1998       8      14     900      12     155     140          142        -999
 7948      DCNN        NCM     1998       8      14    2100      12     166     131         -999        -999
 7948      DCNN        NCM     1998       8      15     900      12     131      86           44        -999
 7948      DCNN        NCM     1998       8      15    2100      12     167      97         -999        -999
 7948      DCNN        NCM     1998       8      16     900      12     133      91           60        -999
 7948      DCNN        NCM     1998       8      16    2100      12     151     129         -999        -999
 7948      DCNN        NCM     1998       8      17     900      12     153     127          115        -999
 7948      DCNN        NCM     1998       8      17    2100      12     175     124         -999        -999
 7948      DCNN        NCM     1998       8      18     900      12     134      80           31        -999
 7948      DCNN        NCM     1998       8      18    2100      12     172     110         -999        -999
 7948      DCNN        NCM     1998       8      19     900      12     153      79           35        -999
 7948      DCNN        NCM     1998       8      19    2100      12     179     127         -999        -999
 7948      DCNN        NCM     1998       8      20     900      12     134     112           94        -999
 7948      DCNN        NCM     1998       8      20    2100      12     152     113         -999        -999
 7948      DCNN        NCM     1998       8      21     900      12     149     126          127        -999
 7948      DCNN        NCM     1998       8      21    2100      12     148     115         -999        -999
 7948      DCNN        NCM     1998       8      22     900      12     124      97           68        -999
 7948      DCNN        NCM     1998       8      22    2100      12     143      86         -999        -999
 7948      DCNN        NCM     1998       8      23     900      12     123      82           44        -999
 7948      DCNN        NCM     1998       8      23    2100      12     170     113         -999        -999
 7948      DCNN        NCM     1998       8      24     900      12     118     106           87        -999
 7948      DCNN        NCM     1998       8      24    2100      12     158      81         -999        -999
 7948      DCNN        NCM     1998       8      25     900      12     117      64           16        -999
 7948      DCNN        NCM     1998       8      25    2100      12     152     114         -999        -999
 7948      DCNN        NCM     1998       8      26     900      12     146     110          116        -999
 7948      DCNN        NCM     1998       8      26    2100      12     141      85         -999        -999
 7948      DCNN        NCM     1998       8      27     900      12     130      73           35        -999
 7948      DCNN        NCM     1998       8      27    2100      12     166      90         -999        -999
 7948      DCNN        NCM     1998       8      28     900      12     129      83           28        -999
 7948      DCNN        NCM     1998       8      28    2100      12     153     101         -999        -999
 7948      DCNN        NCM     1998       8      29     900      12     146      89           64        -999
 7948      DCNN        NCM     1998       8      29    2100      12     179     119         -999        -999
 7948      DCNN        NCM     1998       8      30     900      12     137      82           37        -999
 7948      DCNN        NCM     1998       8      30    2100      12     188     136         -999        -999
 7948      DCNN        NCM     1998       8      31     900      12     150     112           87        -999
 7948      DCNN        NCM     1998       8      31    2100      12     170     123         -999        -999
 7948      DCNN        NCM     1998       9       1     900      12     145     124          119        -999
 7948      DCNN        NCM     1998       9       1    2100      12     188     136         -999        -999
 7948      DCNN        NCM     1998       9       2     900      12     145     109           64        -999
 7948      DCNN        NCM     1998       9       2    2100      12     189     141         -999        -999
 7948      DCNN        NCM     1998       9       3     900      12     143     110           94        -999
 7948      DCNN        NCM     1998       9       3    2100      12     183     105         -999        -999
 7948      DCNN        NCM     1998       9       4     900      12     109      80           46        -999
 7948      DCNN        NCM     1998       9       4    2100      12     141     100         -999        -999
 7948      DCNN        NCM     1998       9       5     900      12     132     122          123        -999
 7948      DCNN        NCM     1998       9       5    2100      12     186     126         -999        -999
 7948      DCNN        NCM     1998       9       6     900      12     131     113           80        -999
 7948      DCNN        NCM     1998       9       6    2100      12     169     127         -999        -999
 7948      DCNN        NCM     1998       9       7     900      12     151     127          109        -999
 7948      DCNN        NCM     1998       9       7    2100      12     166     141         -999        -999
 7948      DCNN        NCM     1998       9       8     900      12     150     121          118        -999
 7948      DCNN        NCM     1998       9       8    2100      12     165     134         -999        -999
 7948      DCNN        NCM     1998       9       9     900      12     142     129          125        -999
 7948      DCNN        NCM     1998       9       9    2100      12     143     125         -999        -999
 7948      DCNN        NCM     1998       9      10     900      12     126     119          117        -999
 7948      DCNN        NCM     1998       9      10    2100      12     122     104         -999        -999
 7948      DCNN        NCM     1998       9      11     900      12     110      68           35        -999
 7948      DCNN        NCM     1998       9      11    2100      12     126      71         -999        -999
 7948      DCNN        NCM     1998       9      12     900      12      80      54           22        -999
 7948      DCNN        NCM     1998       9      12    2100      12     103      64         -999        -999
 7948      DCNN        NCM     1998       9      13     900      12      99      49           23        -999
 7948      DCNN        NCM     1998       9      13    2100      12     121      74         -999        -999
 7948      DCNN        NCM     1998       9      14     900      12      98      73           32        -999
 7948      DCNN        NCM     1998       9      14    2100      12     131      91         -999        -999
 7948      DCNN        NCM     1998       9      15     900      12     112      75           50        -999
 7948      DCNN        NCM     1998       9      15    2100      12     148      88         -999        -999
 7948      DCNN        NCM     1998       9      16     900      12     104      79           54        -999
 7948      DCNN        NCM     1998       9      16    2100      12     128      77         -999        -999
 7948      DCNN        NCM     1998       9      17     900      12     111      70           41        -999
 7948      DCNN        NCM     1998       9      17    2100      12     150     105         -999        -999
 7948      DCNN        NCM     1998       9      18     900      12     150     115          116        -999
 7948      DCNN        NCM     1998       9      18    2100      12     168     117         -999        -999
 7948      DCNN        NCM     1998       9      19     900      12     142     102           75        -999
 7948      DCNN        NCM     1998       9      19    2100      12     169     139         -999        -999
 7948      DCNN        NCM     1998       9      20     900      12     166     102           82        -999
 7948      DCNN        NCM     1998       9      20    2100      12     204     134         -999        -999
 7948      DCNN        NCM     1998       9      21     900      12     158     102           63        -999
 7948      DCNN        NCM     1998       9      21    2100      12     136      96         -999        -999
 7948      DCNN        NCM     1998       9      22     900      12     123      92           79        -999
 7948      DCNN        NCM     1998       9      22    2100      12     141      95         -999        -999
 7948      DCNN        NCM     1998       9      23     900      12     118     100           77        -999
 7948      DCNN        NCM     1998       9      23    2100      12     158     115         -999        -999
 7948      DCNN        NCM     1998       9      24     900      12     129      99           76        -999
 7948      DCNN        NCM     1998       9      24    2100      12     146     104         -999        -999
 7948      DCNN        NCM     1998       9      25     900      12     133     104          109        -999
 7948      DCNN        NCM     1998       9      25    2100      12     133     104         -999        -999
 7948      DCNN        NCM     1998       9      26     900      12     133     111          117        -999
 7948      DCNN        NCM     1998       9      26    2100      12     144     111         -999        -999
 7948      DCNN        NCM     1998       9      27     900      12     135     112          115        -999
 7948      DCNN        NCM     1998       9      27    2100      12     138     122         -999        -999
 7948      DCNN        NCM     1998       9      28     900      12     128     119          108        -999
 7948      DCNN        NCM     1998       9      28    2100      12     150      99         -999        -999
 7948      DCNN        NCM     1998       9      29     900      12     119      66           39        -999
 7948      DCNN        NCM     1998       9      29    2100      12     141     113         -999        -999
 7948      DCNN        NCM     1998       9      30     900      12     118      99           98        -999
 7948      DCNN        NCM     1998       9      30    2100      12     144     108         -999        -999
 7948      DCNN        NCM     1998      10       1     900      12     115     106           85        -999
 7948      DCNN        NCM     1998      10       1    2100      12     138     113         -999        -999
 7948      DCNN        NCM     1998      10       2     900      12     118      97           93        -999
 7948      DCNN        NCM     1998      10       2    2100      12     108      79         -999        -999
 7948      DCNN        NCM     1998      10       3     900      12      79      36            4        -999
 7948      DCNN        NCM     1998      10       3    2100      12     114      74         -999        -999
 7948      DCNN        NCM     1998      10       4     900      12      79      70           70        -999
 7948      DCNN        NCM     1998      10       4    2100      12      98      71         -999        -999
 7948      DCNN        NCM     1998      10       5     900      12      78      65           52        -999
 7948      DCNN        NCM     1998      10       5    2100      12     104      78         -999        -999
 7948      DCNN        NCM     1998      10       6     900      12      87      79           77        -999
 7948      DCNN        NCM     1998      10       6    2100      12      94      79         -999        -999
 7948      DCNN        NCM     1998      10       7     900      12      91      62           29        -999
 7948      DCNN        NCM     1998      10       7    2100      12     114      72         -999        -999
 7948      DCNN        NCM     1998      10       8     900      12      78      56           21        -999
 7948      DCNN        NCM     1998      10       8    2100      12     108      47         -999        -999
 7948      DCNN        NCM     1998      10       9     900      12     101      25           -1        -999
 7948      DCNN        NCM     1998      10       9    2100      12     134     101         -999        -999
 7948      DCNN        NCM     1998      10      10     900      12     108      86           64        -999
 7948      DCNN        NCM     1998      10      10    2100      12     119      73         -999        -999
 7948      DCNN        NCM     1998      10      11     900      12     132      88           77        -999
 7948      DCNN        NCM     1998      10      11    2100      12     122      82         -999        -999
 7948      DCNN        NCM     1998      10      12     900      12      97      70           33        -999
 7948      DCNN        NCM     1998      10      12    2100      12     118      71         -999        -999
 7948      DCNN        NCM     1998      10      13     900      12     120      70           60        -999
 7948      DCNN        NCM     1998      10      13    2100      12     142     120         -999        -999
 7948      DCNN        NCM     1998      10      14     900      12     144     109          101        -999
 7948      DCNN        NCM     1998      10      14    2100      12     126      77         -999        -999
 7948      DCNN        NCM     1998      10      15     900      12      95      77           55        -999
 7948      DCNN        NCM     1998      10      15    2100      12     117      61         -999        -999
 7948      DCNN        NCM     1998      10      16     900      12      94      49           14        -999
 7948      DCNN        NCM     1998      10      16    2100      12     145      94         -999        -999
 7948      DCNN        NCM     1998      10      17     900      12     114      71           58        -999
 7948      DCNN        NCM     1998      10      17    2100      12      91      32         -999        -999
 7948      DCNN        NCM     1998      10      18     900      12      49       2          -31        -999
 7948      DCNN        NCM     1998      10      18    2100      12      96      47         -999        -999
 7948      DCNN        NCM     1998      10      19     900      12      66      44           12        -999
 7948      DCNN        NCM     1998      10      19    2100      12      95      60         -999        -999
 7948      DCNN        NCM     1998      10      20     900      12      71      54           32        -999
 7948      DCNN        NCM     1998      10      20    2100      12     102      64         -999        -999
 7948      DCNN        NCM     1998      10      21     900      12     129      97           94        -999
 7948      DCNN        NCM     1998      10      21    2100      12     130     120         -999        -999
 7948      DCNN        NCM     1998      10      22     900      12     137     122          115        -999
 7948      DCNN        NCM     1998      10      22    2100      12     150     123         -999        -999
 7948      DCNN        NCM     1998      10      23     900      12     135     106           97        -999
 7948      DCNN        NCM     1998      10      23    2100      12     110      47         -999        -999
 7948      DCNN        NCM     1998      10      24     900      12      92      44           13        -999
 7948      DCNN        NCM     1998      10      24    2100      12     113      82         -999        -999
 7948      DCNN        NCM     1998      10      25     900      12      96      56           43        -999
 7948      DCNN        NCM     1998      10      25    2100      12      84      49         -999        -999
 7948      DCNN        NCM     1998      10      26     900      12      64      44           23        -999
 7948      DCNN        NCM     1998      10      26    2100      12      86      51         -999        -999
 7948      DCNN        NCM     1998      10      27     900      12     122      64           62        -999
 7948      DCNN        NCM     1998      10      27    2100      12     127      88         -999        -999
 7948      DCNN        NCM     1998      10      28     900      12     124      64           50        -999
 7948      DCNN        NCM     1998      10      28    2100      12      86      64         -999        -999
 7948      DCNN        NCM     1998      10      29     900      12      72      49           30        -999
 7948      DCNN        NCM     1998      10      29    2100      12      78      49         -999        -999
 7948      DCNN        NCM     1998      10      30     900      12      72      51           37        -999
 7948      DCNN        NCM     1998      10      30    2100      12      85      51         -999        -999
 7948      DCNN        NCM     1998      10      31     900      12      67      55           37        -999
 7948      DCNN        NCM     1998      10      31    2100      12      71      54         -999        -999
 7948      DCNN        NCM     1998      11       1     900      12      54      24          -16        -999
 7948      DCNN        NCM     1998      11       1    2100      12      80      39         -999        -999
 7948      DCNN        NCM     1998      11       2     900      12      54      37            2        -999
 7948      DCNN        NCM     1998      11       2    2100      12      67      48         -999        -999
 7948      DCNN        NCM     1998      11       3     900      12      53      41           22        -999
 7948      DCNN        NCM     1998      11       3    2100      12      64      43         -999        -999
 7948      DCNN        NCM     1998      11       4     900      12      43      -1          -35        -999
 7948      DCNN        NCM     1998      11       4    2100      12      52       5         -999        -999
 7948      DCNN        NCM     1998      11       5     900      12      62       7          -14        -999
 7948      DCNN        NCM     1998      11       5    2100      12      80      58         -999        -999
 7948      DCNN        NCM     1998      11       6     900      12      75      50           30        -999
 7948      DCNN        NCM     1998      11       6    2100      12     101      51         -999        -999
 7948      DCNN        NCM     1998      11       7     900      12      81      54           15        -999
 7948      DCNN        NCM     1998      11       7    2100      12      94      75         -999        -999
 7948      DCNN        NCM     1998      11       8     900      12     106      80           70        -999
 7948      DCNN        NCM     1998      11       8    2100      12     125      92         -999        -999
 7948      DCNN        NCM     1998      11       9     900      12     145      94           82        -999
 7948      DCNN        NCM     1998      11       9    2100      12     108      77         -999        -999
 7948      DCNN        NCM     1998      11      10     900      12      91      44           25        -999
 7948      DCNN        NCM     1998      11      10    2100      12      84      43         -999        -999
 7948      DCNN        NCM     1998      11      11     900      12      50      21          -13        -999
 7948      DCNN        NCM     1998      11      11    2100      12      81      36         -999        -999
 7948      DCNN        NCM     1998      11      12     900      24      91      36           35        -999
 7948      DCNN        NCM     1998      11      12    2100      12      74      58         -999        -999
 7948      DCNN        NCM     1998      11      13     900      12      58      34           11        -999
 7948      DCNN        NCM     1998      11      13    2100      12      67      35         -999        -999
 7948      DCNN        NCM     1998      11      14     900      12      41      11            0        -999
 7948      DCNN        NCM     1998      11      14    2100      12      70      41         -999        -999
 7948      DCNN        NCM     1998      11      15     900      12      54      40           11        -999
 7948      DCNN        NCM     1998      11      15    2100      12      71      15         -999        -999
 7948      DCNN        NCM     1998      11      16     900      12      17      -7          -61        -999
 7948      DCNN        NCM     1998      11      16    2100      12      62       1         -999        -999
 7948      DCNN        NCM     1998      11      17     900      24      65     -18          -51        -999
 7948      DCNN        NCM     1998      11      17    2100      12      20       2         -999        -999
 7948      DCNN        NCM     1998      11      18     900      24      42       0          -15        -999
 7948      DCNN        NCM     1998      11      18    2100      12      51      25         -999        -999
 7948      DCNN        NCM     1998      11      19     900      12      31     -10          -55        -999
 7948      DCNN        NCM     1998      11      20     900      12      34      22           -4        -999
 7948      DCNN        NCM     1998      11      20     900      24      54       0         -999        -999
 7948      DCNN        NCM     1998      11      20    2100      12      63      24         -999        -999
 7948      DCNN        NCM     1998      11      21     900      12      74      51           43        -999
 7948      DCNN        NCM     1998      11      21    2100      12      77      41         -999        -999
 7948      DCNN        NCM     1998      11      22     900      24      84      20          -10        -999
 7948      DCNN        NCM     1998      11      22    2100      12      45      33         -999        -999
 7948      DCNN        NCM     1998      11      23     900      12      40      21           -9        -999
 7948      DCNN        NCM     1998      11      23    2100      12      66      20         -999        -999
 7948      DCNN        NCM     1998      11      24     900      12      70      24           21        -999
 7948      DCNN        NCM     1998      11      24    2100      12      87      20         -999        -999
 7948      DCNN        NCM     1998      11      25     900      24      90      15          -26        -999
 7948      DCNN        NCM     1998      11      26     900      24      87      40            2        -999
 7948      DCNN        NCM     1998      11      27     900      24      98      62           37        -999
 7948      DCNN        NCM     1998      11      28     900      24     110      67           61        -999
 7948      DCNN        NCM     1998      11      29     900      24      88      17          -20        -999
 7948      DCNN        NCM     1998      11      30     900      24      74      12          -20        -999
 7948      DCNN        NCM     1998      12       1     900      24      68      32         -999        -999
 7948      DCNN        NCM     1998      12       2     900      24      59      23            2        -999
 7948      DCNN        NCM     1998      12       3     900      24      51     -14          -43        -999
 7948      DCNN        NCM     1998      12       3    2100      12      56      -5         -999        -999
 7948      DCNN        NCM     1998      12       4     900      12      40      -3          -30        -999
 7948      DCNN        NCM     1998      12       4    2100      12      34       8         -999        -999
 7948      DCNN        NCM     1998      12       5     900      12      18      -6          -43        -999
 7948      DCNN        NCM     1998      12       5    2100      12      40     -23         -999        -999
 7948      DCNN        NCM     1998      12       6     900      12      -5     -32          -77        -999
 7948      DCNN        NCM     1998      12       6    2100      12      27     -20         -999        -999
 7948      DCNN        NCM     1998      12       7     900      12      38      24            4        -999
 7948      DCNN        NCM     1998      12       7    2100      12      58      30         -999        -999
 7948      DCNN        NCM     1998      12       8     900      24      96      33           27        -999
 7948      DCNN        NCM     1998      12       9     900      12      67      18          -10        -999
 7948      DCNN        NCM     1998      12       9    2100      12      71      29         -999        -999
 7948      DCNN        NCM     1998      12      10     900      12      90      47           27        -999
 7948      DCNN        NCM     1998      12      10    2100      12      94      65         -999        -999
 7948      DCNN        NCM     1998      12      11     900      12      71      35           -2        -999
 7948      DCNN        NCM     1998      12      11    2100      12      87      51         -999        -999
 7948      DCNN        NCM     1998      12      12     900      12     112      63           37        -999
 7948      DCNN        NCM     1998      12      12    2100      12      92      62         -999        -999
 7948      DCNN        NCM     1998      12      13     900      12      80      59           41        -999
 7948      DCNN        NCM     1998      12      13    2100      12     105      64         -999        -999
 7948      DCNN        NCM     1998      12      14     900      12     119     105           95        -999
 7948      DCNN        NCM     1998      12      14    2100      12     121     110         -999        -999
 7948      DCNN        NCM     1998      12      15     900      12     110      69           48        -999
 7948      DCNN        NCM     1998      12      15    2100      12      80      54         -999        -999
 7948      DCNN        NCM     1998      12      16     900      12      69      51           -3        -999
 7948      DCNN        NCM     1998      12      16    2100      12      89      62         -999        -999
 7948      DCNN        NCM     1998      12      17     900      12      91      79           70        -999
 7948      DCNN        NCM     1998      12      17    2100      12      96      73         -999        -999
 7948      DCNN        NCM     1998      12      18     900      12      77      47           -1        -999
 7948      DCNN        NCM     1998      12      18    2100      12      69      32         -999        -999
 7948      DCNN        NCM     1998      12      19     900      12      51      34           11        -999
 7948      DCNN        NCM     1998      12      19    2100      12      56      16         -999        -999
 7948      DCNN        NCM     1998      12      20     900      12      19      -7          -37        -999
 7948      DCNN        NCM     1998      12      20    2100      12      20     -13         -999        -999
 7948      DCNN        NCM     1998      12      21     900      12      -7     -29          -76        -999
 7948      DCNN        NCM     1998      12      21    2100      12      46     -11         -999        -999
 7948      DCNN        NCM     1998      12      22     900      12      47      11          -22        -999
 7948      DCNN        NCM     1998      12      22    2100      12      56      17         -999        -999
 7948      DCNN        NCM     1998      12      23     900      12      78      27           11        -999
 7948      DCNN        NCM     1998      12      23    2100      12      45      14         -999        -999
 7948      DCNN        NCM     1998      12      24     900      12      25       2          -35        -999
 7948      DCNN        NCM     1998      12      24    2100      12      94      23         -999        -999
 7948      DCNN        NCM     1998      12      25     900      12      96      82           74        -999
 7948      DCNN        NCM     1998      12      25    2100      12      88      39         -999        -999
 7948      DCNN        NCM     1998      12      26     900      12      44      23            5        -999
 7948      DCNN        NCM     1998      12      26    2100      12     100      35         -999        -999
 7948      DCNN        NCM     1998      12      27     900      12      55      18           -4        -999
 7948      DCNN        NCM     1998      12      27    2100      12      57      27         -999        -999
 7948      DCNN        NCM     1998      12      28     900      12      39       3          -21        -999
 7948      DCNN        NCM     1998      12      28    2100      12      38       3         -999        -999
 7948      DCNN        NCM     1998      12      29     900      12      30      -3          -40        -999
 7948      DCNN        NCM     1998      12      29    2100      12      62      30         -999        -999
 7948      DCNN        NCM     1998      12      30     900      12      90      61           54        -999
 7948      DCNN        NCM     1998      12      30    2100      12      74      41         -999        -999
 7948      DCNN        NCM     1998      12      31     900      12      54      37            5        -999
 7948      DCNN        NCM     1998      12      31    2100      12      70      48         -999        -999
