0.500 -20.5851 0.0100 0.0100 0.0100
0.525 -17.4874 0.0100 0.0100 0.0100
0.550 -14.4984 0.0100 0.0100 0.0100
0.575 -11.6097 0.0100 0.0100 0.0100
0.600 -8.8137 0.0100 0.0100 0.0100
0.625 -6.1037 0.0100 0.0100 0.0100
0.650 -3.4739 0.0100 0.0100 0.0100
0.675 -0.9189 0.0100 0.0100 0.0100
0.700  1.5662 0.0100 0.0100 0.0100
0.725 23.8401 0.5686 0.1125 0.0100
0.750 25.8429 0.5487 0.1142 0.0101
0.775 25.3804 0.3956 0.2293 0.0497
0.800 24.9290 0.2919 0.2931 0.0909
0.825 24.5435 0.2178 0.3280 0.1307
0.850 24.1820 0.1634 0.3441 0.1694
0.875 23.8429 0.1234 0.3471 0.2067
0.900 23.5150 0.0932 0.3418 0.2425
0.925 23.2107 0.0706 0.3304 0.2767
0.950 22.9184 0.0535 0.3151 0.3094
0.975 22.6446 0.0405 0.2972 0.3404
1.000 22.3796 0.0304 0.2778 0.3700
1.025 22.1306 0.0227 0.2575 0.3982
1.050 21.8963 0.0168 0.2368 0.4249
1.075 21.6759 0.0123 0.2159 0.4504
1.100 21.4990 0.0100 0.1945 0.4745
1.125 21.2943 0.0100 0.1711 0.4979
1.150 21.1003 0.0100 0.1488 0.5203
1.175 20.9117 0.0100 0.1276 0.5415
1.200 20.7467 0.0100 0.1076 0.5617
1.225 20.5902 0.0100 0.0885 0.5809
1.250 20.4447 0.0100 0.0703 0.5993
1.275 20.3263 0.0100 0.0533 0.6168
1.300 20.2408 0.0100 0.0373 0.6333
1.325 20.2282 0.0100 0.0231 0.6486
1.350 20.4021 0.0100 0.0121 0.6622
1.375 21.1920 0.0100 0.0100 0.6706
1.400 22.2206 0.0100 0.0100 0.6761
1.425 23.3542 0.0100 0.0100 0.6793
1.450 24.6166 0.0100 0.0100 0.6798
1.475 26.0618 0.0100 0.0100 0.6766
1.500 27.8814 0.0100 0.0100 0.6666
1.525 60.5723 0.0100 0.0100 0.0100
1.550 61.9311 0.0100 0.0100 0.0100
1.575 63.2735 0.0100 0.0100 0.0100
1.600 64.6000 0.0100 0.0100 0.0100
1.625 65.9111 0.0100 0.0100 0.0100
1.650 67.2072 0.0100 0.0100 0.0100
1.675 68.4886 0.0100 0.0100 0.0100
1.700 69.7557 0.0100 0.0100 0.0100
