0.500 -21.1527 0.0100
0.525 -18.0619 0.0100
0.550 -15.0797 0.0100
0.575 -12.1975 0.0100
0.600 -9.4077 0.0100
0.625 -6.7039 0.0100
0.650 -4.0800 0.0100
0.675 -1.5307 0.0100
0.700  0.9488 0.0100
0.725  3.3626 0.0100
0.750  5.7149 0.0100
0.775  8.0090 0.0100
0.800 10.2483 0.0100
0.825 12.4357 0.0100
0.850 12.7992 0.0589
0.875 12.7083 0.1167
0.900 12.6738 0.1699
0.925 12.6750 0.2192
0.950 12.7131 0.2651
0.975 12.7885 0.3078
1.000 12.9002 0.3476
1.025 13.0478 0.3845
1.050 13.2333 0.4189
1.075 13.4574 0.4508
1.100 13.7211 0.4804
1.125 14.0257 0.5079
1.150 14.3728 0.5332
1.175 14.7641 0.5566
1.200 15.2012 0.5781
1.225 15.6859 0.5977
1.250 16.2197 0.6156
1.275 16.8045 0.6317
1.300 17.4426 0.6462
1.325 18.1350 0.6590
1.350 18.8863 0.6702
1.375 19.6997 0.6797
1.400 20.5807 0.6876
1.425 21.5378 0.6938
1.450 22.5838 0.6980
1.475 23.7391 0.6999
1.500 25.0398 0.6990
1.525 26.5828 0.6935
1.550 28.6916 0.6780
1.575 62.5173 0.0100
1.600 63.8409 0.0100
1.625 65.1491 0.0100
1.650 66.4422 0.0100
1.675 67.7207 0.0100
1.700 68.9850 0.0100
