0.500 -20.8369 0.0100 0.0100 0.0100
0.525 -17.7423 0.0100 0.0100 0.0100
0.550 -14.7563 0.0100 0.0100 0.0100
0.575 -11.8704 0.0100 0.0100 0.0100
0.600 -9.0772 0.0100 0.0100 0.0100
0.625 -6.3700 0.0100 0.0100 0.0100
0.650 -3.7427 0.0100 0.0100 0.0100
0.675 -1.1903 0.0100 0.0100 0.0100
0.700  1.2923 0.0100 0.0100 0.0100
0.725 23.9352 0.6620 0.0180 0.0100
0.750 22.9668 0.5400 0.1427 0.0100
0.775 22.3429 0.4379 0.2456 0.0100
0.800 21.8613 0.3467 0.3370 0.0100
0.825 21.4404 0.2630 0.4210 0.0100
0.850 21.0879 0.1862 0.4979 0.0100
0.875 20.8143 0.1162 0.5684 0.0100
0.900 20.7502 0.0559 0.6298 0.0100
0.925 21.4501 0.0197 0.6688 0.0100
0.950 23.0533 0.0100 0.6796 0.0100
0.975 24.9821 0.0100 0.6745 0.0100
1.000 26.8723 0.0100 0.6620 0.0102
1.025 28.7175 0.0100 0.6410 0.0107
1.050 24.3917 0.0100 0.5155 0.1678
1.075 24.1047 0.0100 0.4659 0.2175
1.100 23.8553 0.0100 0.4194 0.2641
1.125 23.6279 0.0100 0.3755 0.3082
1.150 23.4196 0.0100 0.3339 0.3498
1.175 23.2251 0.0100 0.2944 0.3894
1.200 23.0412 0.0100 0.2568 0.4271
1.225 22.8665 0.0100 0.2209 0.4631
1.250 22.7106 0.0100 0.1869 0.4972
1.275 22.5666 0.0100 0.1544 0.5298
1.300 22.4472 0.0100 0.1238 0.5606
1.325 22.3521 0.0100 0.0949 0.5898
1.350 22.3061 0.0100 0.0681 0.6169
1.375 22.3430 0.0100 0.0441 0.6416
1.400 22.5725 0.0100 0.0251 0.6618
1.425 23.1244 0.0100 0.0131 0.6756
1.450 24.1589 0.0100 0.0100 0.6800
1.475 25.5313 0.0100 0.0100 0.6782
1.500 27.1866 0.0100 0.0100 0.6710
1.525 29.6425 0.0100 0.0100 0.6493
1.550 61.5970 0.0100 0.0100 0.0100
1.575 62.9381 0.0100 0.0100 0.0100
1.600 64.2633 0.0100 0.0100 0.0100
1.625 65.5731 0.0100 0.0100 0.0100
1.650 66.8678 0.0100 0.0100 0.0100
1.675 68.1480 0.0100 0.0100 0.0100
1.700 69.4138 0.0100 0.0100 0.0100
