0.500 -20.9631 0.0100 0.0100 0.0100
0.525 -17.8700 0.0100 0.0100 0.0100
0.550 -14.8855 0.0100 0.0100 0.0100
0.575 -12.0011 0.0100 0.0100 0.0100
0.600 -9.2093 0.0100 0.0100 0.0100
0.625 -6.5034 0.0100 0.0100 0.0100
0.650 -3.8775 0.0100 0.0100 0.0100
0.675 -1.3263 0.0100 0.0100 0.0100
0.700  1.1550 0.0100 0.0100 0.0100
0.725 23.9356 0.6672 0.0125 0.0100
0.750 24.1842 0.6086 0.0668 0.0100
0.775 23.4728 0.5328 0.1440 0.0100
0.800 22.9677 0.4663 0.2109 0.0100
0.825 22.5178 0.4051 0.2723 0.0100
0.850 22.1070 0.3483 0.3292 0.0100
0.875 21.7384 0.2956 0.3819 0.0100
0.900 21.3938 0.2464 0.4312 0.0100
0.925 21.0868 0.2006 0.4771 0.0100
0.950 20.8004 0.1577 0.5202 0.0100
0.975 20.5395 0.1174 0.5607 0.0100
1.000 20.3218 0.0800 0.5984 0.0100
1.025 20.2069 0.0463 0.6330 0.0100
1.050 20.3771 0.0196 0.6620 0.0100
1.075 21.4399 0.0100 0.6771 0.0100
1.100 23.0862 0.0100 0.6800 0.0100
1.125 24.7968 0.0100 0.6773 0.0100
1.150 26.5842 0.0100 0.6679 0.0105
1.175 28.4796 0.0100 0.6488 0.0117
1.200 30.5638 0.0100 0.6136 0.0145
1.225 33.0910 0.0100 0.5392 0.0223
1.250 21.7039 0.0100 0.2775 0.4059
1.275 23.0797 0.0100 0.2805 0.4069
1.300 23.7076 0.0100 0.2537 0.4342
1.325 25.1127 0.0100 0.2498 0.4365
1.350 23.5254 0.0100 0.1575 0.5308
1.375 23.5052 0.0100 0.1144 0.5741
1.400 23.5996 0.0100 0.0766 0.6123
1.425 24.9005 0.0100 0.0749 0.6135
1.450 24.5088 0.0100 0.0260 0.6635
1.475 25.8841 0.0100 0.0241 0.6624
1.500 27.4855 0.0100 0.0207 0.6576
1.525 29.6339 0.0100 0.0144 0.6440
1.550 61.4295 0.0100 0.0100 0.0100
1.575 62.7700 0.0100 0.0100 0.0100
1.600 64.0945 0.0100 0.0100 0.0100
1.625 65.4037 0.0100 0.0100 0.0100
1.650 66.6978 0.0100 0.0100 0.0100
1.675 67.9773 0.0100 0.0100 0.0100
1.700 69.2425 0.0100 0.0100 0.0100
