0 1000
1 621.714
2 459.606
3 369.721
4 312.701
5 273.388
6 244.703
7 222.898
8 205.799
9 192.061
10 180.808
11 171.442
12 163.543
13 156.807
14 151.007
15 145.973
16 141.573
17 137.703
18 134.28
19 131.239
20 128.524
21 126.093
22 123.907
23 121.936
24 120.154
25 118.539
26 117.072
27 115.736
28 114.518
29 113.405
30 112.386
31 111.453
32 110.597
33 109.81
34 109.086
35 108.42
36 107.807
37 107.241
38 106.718
39 106.236
40 105.79
41 105.377
42 104.996
43 104.642
44 104.315
45 104.011
46 103.73
47 103.469
48 103.227
49 103.002
50 102.794
