0.500 -20.8369 0.0100 0.0100
0.525 -17.7423 0.0100 0.0100
0.550 -14.7563 0.0100 0.0100
0.575 -11.8704 0.0100 0.0100
0.600 -9.0772 0.0100 0.0100
0.625 -6.3700 0.0100 0.0100
0.650 -3.7427 0.0100 0.0100
0.675 -1.1903 0.0100 0.0100
0.700  1.2923 0.0100 0.0100
0.725 24.3602 0.6773 0.0100
0.750 26.2873 0.6561 0.0105
0.775 25.2621 0.5987 0.0734
0.800 24.7210 0.5507 0.1220
0.825 24.2532 0.5067 0.1663
0.850 23.8339 0.4659 0.2072
0.875 23.4472 0.4280 0.2452
0.900 23.0887 0.3926 0.2807
0.925 22.7522 0.3594 0.3139
0.950 22.4407 0.3283 0.3450
0.975 22.1516 0.2991 0.3742
1.000 21.8749 0.2716 0.4018
1.025 21.6164 0.2456 0.4278
1.050 21.3745 0.2211 0.4524
1.075 21.1402 0.1978 0.4757
1.100 20.9282 0.1758 0.4978
1.125 20.7220 0.1549 0.5187
1.150 20.5292 0.1350 0.5387
1.175 20.3416 0.1161 0.5577
1.200 20.1762 0.0982 0.5757
1.225 20.0182 0.0811 0.5929
1.250 19.8788 0.0650 0.6093
1.275 19.7551 0.0497 0.6250
1.300 19.6584 0.0353 0.6399
1.325 19.6239 0.0224 0.6539
1.350 19.7459 0.0121 0.6667
1.375 20.4638 0.0100 0.6759
1.400 21.4200 0.0100 0.6826
1.425 22.4636 0.0100 0.6873
1.450 23.6135 0.0100 0.6897
1.475 24.9000 0.0100 0.6894
1.500 26.4108 0.0100 0.6848
1.525 28.3872 0.0100 0.6718
1.550 61.5970 0.0100 0.0100
1.575 62.9381 0.0100 0.0100
1.600 64.2633 0.0100 0.0100
1.625 65.5731 0.0100 0.0100
1.650 66.8678 0.0100 0.0100
1.675 68.1480 0.0100 0.0100
1.700 69.4138 0.0100 0.0100
