0.500 -20.5223 0.0100
0.525 -17.4238 0.0100
0.550 -14.4341 0.0100
0.575 -11.5446 0.0100
0.600 -8.7479 0.0100
0.625 -6.0373 0.0100
0.650 -3.4068 0.0100
0.675 -0.8511 0.0100
0.700  1.6345 0.0100
0.725 24.8307 0.6842
0.750 26.7241 0.6613
0.775 28.2843 0.6295
0.800 29.5276 0.5896
0.825 30.4764 0.5428
0.850 31.1730 0.4908
0.875 31.6611 0.4352
0.900 31.9864 0.3776
0.925 32.1861 0.3194
0.950 32.2983 0.2617
0.975 32.3425 0.2049
1.000 32.3376 0.1497
1.025 32.3036 0.0963
1.050 32.2677 0.0453
1.075 32.7262 0.0100
1.100 34.4884 0.0100
1.125 36.2208 0.0100
1.150 37.9246 0.0100
1.175 39.6008 0.0100
1.200 41.2504 0.0100
1.225 42.8745 0.0100
1.250 44.4739 0.0100
1.275 46.0495 0.0100
1.300 47.6021 0.0100
1.325 49.1325 0.0100
1.350 50.6414 0.0100
1.375 52.1294 0.0100
1.400 53.5973 0.0100
1.425 55.0457 0.0100
1.450 56.4751 0.0100
1.475 57.8862 0.0100
1.500 59.2794 0.0100
1.525 60.6553 0.0100
1.550 62.0144 0.0100
1.575 63.3572 0.0100
1.600 64.6841 0.0100
1.625 65.9955 0.0100
1.650 67.2919 0.0100
1.675 68.5736 0.0100
1.700 69.8410 0.0100
