0.500 -21.0894 0.0100 0.0100 0.0100
0.525 -17.9979 0.0100 0.0100 0.0100
0.550 -15.0149 0.0100 0.0100 0.0100
0.575 -12.1320 0.0100 0.0100 0.0100
0.600 -9.3415 0.0100 0.0100 0.0100
0.625 -6.6370 0.0100 0.0100 0.0100
0.650 -4.0124 0.0100 0.0100 0.0100
0.675 -1.4625 0.0100 0.0100 0.0100
0.700  1.0176 0.0100 0.0100 0.0100
0.725 23.9267 0.6698 0.0100 0.0100
0.750 25.8823 0.6500 0.0107 0.0102
0.775 24.8986 0.5886 0.0569 0.0301
0.800 24.3181 0.5358 0.1028 0.0380
0.825 23.8244 0.4871 0.1488 0.0412
0.850 23.3848 0.4419 0.1936 0.0420
0.875 22.9832 0.3998 0.2368 0.0412
0.900 22.6142 0.3604 0.2781 0.0395
0.925 22.2700 0.3234 0.3176 0.0371
0.950 21.9455 0.2886 0.3555 0.0342
0.975 21.6458 0.2559 0.3916 0.0309
1.000 21.3687 0.2252 0.4258 0.0276
1.025 21.1042 0.1961 0.4584 0.0242
1.050 20.8592 0.1686 0.4894 0.0208
1.075 20.6338 0.1427 0.5187 0.0176
1.100 20.4201 0.1181 0.5465 0.0145
1.125 20.2286 0.0950 0.5727 0.0117
1.150 20.0351 0.0730 0.5967 0.0100
1.175 19.8874 0.0526 0.6173 0.0100
1.200 19.7979 0.0340 0.6367 0.0100
1.225 19.8433 0.0182 0.6544 0.0100
1.250 20.3752 0.0100 0.6678 0.0100
1.275 21.5456 0.0100 0.6749 0.0100
1.300 22.8141 0.0100 0.6790 0.0100
1.325 24.1946 0.0100 0.6798 0.0100
1.350 25.7213 0.0100 0.6763 0.0101
1.375 27.5014 0.0100 0.6660 0.0104
1.400 29.8743 0.0100 0.6398 0.0114
1.425 54.3088 0.0100 0.0100 0.0100
1.450 55.7350 0.0100 0.0100 0.0100
1.475 57.1429 0.0100 0.0100 0.0100
1.500 58.5330 0.0100 0.0100 0.0100
1.525 59.9058 0.0100 0.0100 0.0100
1.550 61.2619 0.0100 0.0100 0.0100
1.575 62.6016 0.0100 0.0100 0.0100
1.600 63.9255 0.0100 0.0100 0.0100
1.625 65.2340 0.0100 0.0100 0.0100
1.650 66.5274 0.0100 0.0100 0.0100
1.675 67.8063 0.0100 0.0100 0.0100
1.700 69.0709 0.0100 0.0100 0.0100
