 ID        IDTYPE  MET_DOM     YEAR     MON     DAY  END_HOUR   COUNT  GLOBAL  DIFFUSE  DIRECT
 7948      DCNN    ESAWRADT    1998       1      14       500       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      14       600       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      14       700       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      14       800       1      -1     -999    -999
 7948      DCNN    ESAWRADT    1998       1      14       900       1       5     -999    -999
 7948      DCNN    ESAWRADT    1998       1      14      1000       1      35     -999    -999
 7948      DCNN    ESAWRADT    1998       1      14      1100       1      77     -999    -999
 7948      DCNN    ESAWRADT    1998       1      14      1200       1     147     -999    -999
 7948      DCNN    ESAWRADT    1998       1      14      1300       1     147     -999    -999
 7948      DCNN    ESAWRADT    1998       1      14      1400       1     185     -999    -999
 7948      DCNN    ESAWRADT    1998       1      14      1500       1      71     -999    -999
 7948      DCNN    ESAWRADT    1998       1      14      1600       1      41     -999    -999
 7948      DCNN    ESAWRADT    1998       1      14      1700       1       5     -999    -999
 7948      DCNN    ESAWRADT    1998       1      14      1800       1      -1     -999    -999
 7948      DCNN    ESAWRADT    1998       1      14      1900       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      14      2000       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      14      2100       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      14      2200       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      14      2300       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      15         0       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      15       100       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      15       200       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      15       300       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      15       400       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      15       500       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      15       600       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      15       700       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      15       800       1      -2     -999    -999
 7948      DCNN    ESAWRADT    1998       1      15       900       1       9     -999    -999
 7948      DCNN    ESAWRADT    1998       1      15      1000       1      62     -999    -999
 7948      DCNN    ESAWRADT    1998       1      15      1100       1      29     -999    -999
 7948      DCNN    ESAWRADT    1998       1      15      1200       1      54     -999    -999
 7948      DCNN    ESAWRADT    1998       1      15      1300       1     179     -999    -999
 7948      DCNN    ESAWRADT    1998       1      15      1400       1     168     -999    -999
 7948      DCNN    ESAWRADT    1998       1      15      1500       1     104     -999    -999
 7948      DCNN    ESAWRADT    1998       1      15      1600       1      34     -999    -999
 7948      DCNN    ESAWRADT    1998       1      15      1700       1       4     -999    -999
 7948      DCNN    ESAWRADT    1998       1      15      1800       1       1     -999    -999
 7948      DCNN    ESAWRADT    1998       1      15      1900       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      15      2000       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      15      2100       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      15      2200       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      15      2300       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      16         0       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      16       100       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      16       200       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      16       300       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      16       400       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      16       500       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      16       600       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      16       700       1       0     -999    -999
 7948      DCNN    ESAWRADT    1998       1      16       800       1      -1     -999    -999
 7948      DCNN    ESAWRADT    1998       1      16       900       1      10     -999    -999
 7948      DCNN    ESAWRADT    1998       1      16      1000       1      69     -999    -999
 7948      DCNN    ESAWRADT    1998       1      16      1100       1     116     -999    -999
 7948      DCNN    ESAWRADT    1998       1      16      1200       1      66     -999    -999
 7948      DCNN    ESAWRADT    1998       1      16      1300       1      88     -999    -999
 7948      DCNN    ESAWRADT    1998       1      16      1400       1     155     -999    -999
