0 100
1 86.0708
2 74.0818
3 63.7628
4 54.8812
5 47.2367
6 40.657
7 34.9938
8 30.1194
9 25.924
10 22.313
11 19.205
12 16.5299
13 14.2274
14 12.2456
15 10.5399
16 9.0718
17 7.80817
18 6.72055
19 5.78443
20 4.97871
21 4.28521
22 3.68832
23 3.17456
24 2.73237
25 2.35177
26 2.02419
27 1.74224
28 1.49956
29 1.29068
30 1.1109
31 0.95616
32 0.822975
33 0.708341
34 0.609675
35 0.524752
36 0.451658
37 0.388746
38 0.334597
39 0.28799
40 0.247875
41 0.213348
42 0.18363
43 0.158052
44 0.136037
45 0.117088
46 0.100779
47 0.0867409
48 0.0746586
49 0.0642592
50 0.0553084
