0 100
1 95.1229
2 90.4837
3 86.0708
4 81.8731
5 77.8801
6 74.0818
7 70.4688
8 67.032
9 63.7628
10 60.6531
11 57.695
12 54.8812
13 52.2046
14 49.6585
15 47.2367
16 44.9329
17 42.7415
18 40.657
19 38.6741
20 36.7879
21 34.9938
22 33.2871
23 31.6637
24 30.1194
25 28.6505
26 27.2532
27 25.924
28 24.6597
29 23.457
30 22.313
31 21.2248
32 20.1897
33 19.205
34 18.2684
35 17.3774
36 16.5299
37 15.7237
38 14.9569
39 14.2274
40 13.5335
41 12.8735
42 12.2456
43 11.6484
44 11.0803
45 10.5399
46 10.0259
47 9.53692
48 9.0718
49 8.62936
50 8.2085
