  0 40.8589 0.0100 0.0100
  1 40.8161 0.0100 0.0111
  2 40.7675 0.0100 0.0123
  3 40.7119 0.0100 0.0137
  4 40.6480 0.0100 0.0154
  5 40.5741 0.0100 0.0172
  6 40.4879 0.0100 0.0194
  7 40.3868 0.0100 0.0220
  8 40.2668 0.0100 0.0250
  9 40.1231 0.0100 0.0287
 10 39.9487 0.0100 0.0331
 11 39.7340 0.0100 0.0385
 12 39.4654 0.0100 0.0453
 13 39.1228 0.0100 0.0539
 14 38.6758 0.0100 0.0651
 15 38.0773 0.0100 0.0800
 16 37.2515 0.0100 0.1004
 17 36.0739 0.0100 0.1292
 18 34.3370 0.0100 0.1711
 19 31.7100 0.0100 0.2332
 20 27.7679 0.0100 0.3234
 21 22.4777 0.0106 0.4396
 22 17.5805 0.0123 0.5428
 23 15.8170 0.0140 0.5798
 24 15.8247 0.0154 0.5811
 25 15.8932 0.0170 0.5813
 26 15.9649 0.0187 0.5816
 27 16.0427 0.0205 0.5819
 28 16.1268 0.0224 0.5822
 29 16.2174 0.0245 0.5824
 30 16.3145 0.0267 0.5827
 31 16.4181 0.0291 0.5830
 32 16.5282 0.0315 0.5832
 33 16.6445 0.0341 0.5835
 34 16.7668 0.0367 0.5837
 35 16.8947 0.0395 0.5838
 36 17.0275 0.0423 0.5840
 37 17.1647 0.0452 0.5841
 38 17.3054 0.0480 0.5841
 39 17.4488 0.0509 0.5841
 40 17.5939 0.0538 0.5841
 41 17.7398 0.0567 0.5840
 42 17.8853 0.0595 0.5839
 43 18.0295 0.0623 0.5837
 44 18.1714 0.0649 0.5835
 45 18.3101 0.0675 0.5832
 46 18.4446 0.0699 0.5829
 47 18.5743 0.0722 0.5826
 48 18.6985 0.0744 0.5822
 49 18.8167 0.0765 0.5819
 50 18.9286 0.0784 0.5815
 51 19.0338 0.0802 0.5811
 52 19.1322 0.0819 0.5808
 53 19.2238 0.0834 0.5804
 54 19.3086 0.0848 0.5801
 55 19.3869 0.0861 0.5797
 56 19.4588 0.0872 0.5794
 57 19.5246 0.0883 0.5791
 58 19.5846 0.0892 0.5788
 59 19.6391 0.0901 0.5786
 60 19.6885 0.0909 0.5783
 61 19.7332 0.0916 0.5781
 62 19.7735 0.0922 0.5779
 63 19.8097 0.0928 0.5777
 64 19.8423 0.0933 0.5775
 65 19.8715 0.0937 0.5774
 66 19.8976 0.0941 0.5772
 67 19.9209 0.0945 0.5771
 68 19.9417 0.0948 0.5770
 69 19.9603 0.0951 0.5769
 70 19.9768 0.0953 0.5768
 71 19.9915 0.0956 0.5767
 72 20.0046 0.0958 0.5766
 73 20.0162 0.0959 0.5766
 74 20.0265 0.0961 0.5765
 75 20.0356 0.0962 0.5765
 76 20.0438 0.0963 0.5764
 77 20.0509 0.0965 0.5764
 78 20.0573 0.0965 0.5763
 79 20.0630 0.0966 0.5763
 80 20.0680 0.0967 0.5763
 81 20.0724 0.0968 0.5763
 82 20.0763 0.0968 0.5762
 83 20.0797 0.0969 0.5762
 84 20.0828 0.0969 0.5762
 85 20.0855 0.0970 0.5762
 86 20.0879 0.0970 0.5762
 87 20.0900 0.0970 0.5762
 88 20.0919 0.0971 0.5761
 89 20.0935 0.0971 0.5761
 90 20.0950 0.0971 0.5761
 91 20.0963 0.0971 0.5761
 92 20.0974 0.0971 0.5761
 93 20.0985 0.0972 0.5761
 94 20.0993 0.0972 0.5761
 95 20.1001 0.0972 0.5761
 96 20.1008 0.0972 0.5761
 97 20.1014 0.0972 0.5761
 98 20.1020 0.0972 0.5761
 99 20.1025 0.0972 0.5761
100 20.1029 0.0972 0.5761
