  0 34.1053 0.0100 0.0100
  1 33.8976 0.0100 0.0154
  2 33.5752 0.0100 0.0238
  3 33.0721 0.0100 0.0368
  4 32.2819 0.0100 0.0571
  5 31.0335 0.0100 0.0888
  6 29.0735 0.0103 0.1382
  7 26.0879 0.0117 0.2125
  8 21.9214 0.0146 0.3135
  9 17.4498 0.0189 0.4187
 10 14.9103 0.0237 0.4787
 11 14.5753 0.0283 0.4906
 12 14.7195 0.0335 0.4926
 13 14.9025 0.0393 0.4945
 14 15.1124 0.0458 0.4965
 15 15.3501 0.0530 0.4986
 16 15.6159 0.0609 0.5007
 17 15.9088 0.0693 0.5028
 18 16.2265 0.0781 0.5047
 19 16.5650 0.0872 0.5064
 20 16.9188 0.0963 0.5078
 21 17.2814 0.1053 0.5088
 22 17.6451 0.1139 0.5094
 23 18.0026 0.1220 0.5096
 24 18.3467 0.1295 0.5094
 25 18.6713 0.1362 0.5090
 26 18.9718 0.1422 0.5083
 27 19.2453 0.1475 0.5074
 28 19.4902 0.1521 0.5065
 29 19.7066 0.1560 0.5055
 30 19.8952 0.1593 0.5045
 31 20.0580 0.1621 0.5037
 32 20.1971 0.1644 0.5028
 33 20.3150 0.1664 0.5021
 34 20.4143 0.1680 0.5015
 35 20.4974 0.1693 0.5009
 36 20.5666 0.1704 0.5004
 37 20.6240 0.1713 0.5000
 38 20.6714 0.1720 0.4997
 39 20.7105 0.1726 0.4994
 40 20.7426 0.1731 0.4991
 41 20.7690 0.1735 0.4989
 42 20.7906 0.1739 0.4988
 43 20.8083 0.1741 0.4986
 44 20.8227 0.1743 0.4985
 45 20.8345 0.1745 0.4984
 46 20.8441 0.1747 0.4984
 47 20.8519 0.1748 0.4983
 48 20.8583 0.1749 0.4983
 49 20.8635 0.1750 0.4982
 50 20.8678 0.1750 0.4982
 51 20.8712 0.1751 0.4982
 52 20.8740 0.1751 0.4981
 53 20.8763 0.1751 0.4981
 54 20.8782 0.1752 0.4981
 55 20.8797 0.1752 0.4981
 56 20.8809 0.1752 0.4981
 57 20.8819 0.1752 0.4981
 58 20.8827 0.1752 0.4981
 59 20.8834 0.1753 0.4981
 60 20.8839 0.1753 0.4981
 61 20.8844 0.1753 0.4981
 62 20.8847 0.1753 0.4981
 63 20.8850 0.1753 0.4981
 64 20.8852 0.1753 0.4981
 65 20.8854 0.1753 0.4980
 66 20.8856 0.1753 0.4980
 67 20.8857 0.1753 0.4980
 68 20.8858 0.1753 0.4980
 69 20.8859 0.1753 0.4980
 70 20.8860 0.1753 0.4980
 71 20.8860 0.1753 0.4980
 72 20.8861 0.1753 0.4980
 73 20.8861 0.1753 0.4980
 74 20.8861 0.1753 0.4980
 75 20.8862 0.1753 0.4980
 76 20.8862 0.1753 0.4980
 77 20.8862 0.1753 0.4980
 78 20.8862 0.1753 0.4980
 79 20.8862 0.1753 0.4980
 80 20.8862 0.1753 0.4980
 81 20.8862 0.1753 0.4980
 82 20.8862 0.1753 0.4980
 83 20.8862 0.1753 0.4980
 84 20.8862 0.1753 0.4980
 85 20.8862 0.1753 0.4980
 86 20.8862 0.1753 0.4980
 87 20.8862 0.1753 0.4980
 88 20.8862 0.1753 0.4980
 89 20.8863 0.1753 0.4980
 90 20.8863 0.1753 0.4980
 91 20.8863 0.1753 0.4980
 92 20.8863 0.1753 0.4980
 93 20.8863 0.1753 0.4980
 94 20.8863 0.1753 0.4980
 95 20.8863 0.1753 0.4980
 96 20.8863 0.1753 0.4980
 97 20.8863 0.1753 0.4980
 98 20.8863 0.1753 0.4980
 99 20.8863 0.1753 0.4980
100 20.8863 0.1753 0.4980
