0 100
1 90.4837
2 81.8731
3 74.0818
4 67.032
5 60.6531
6 54.8812
7 49.6585
8 44.9329
9 40.657
10 36.7879
11 33.2871
12 30.1194
13 27.2532
14 24.6597
15 22.313
16 20.1897
17 18.2684
18 16.5299
19 14.9569
20 13.5335
21 12.2456
22 11.0803
23 10.0259
24 9.0718
25 8.2085
26 7.42736
27 6.72055
28 6.08101
29 5.50232
30 4.97871
31 4.50492
32 4.07622
33 3.68832
34 3.33733
35 3.01974
36 2.73237
37 2.47235
38 2.23708
39 2.02419
40 1.83156
41 1.65727
42 1.49956
43 1.35686
44 1.22773
45 1.1109
46 1.00518
47 0.909528
48 0.822975
49 0.744658
50 0.673795
