0 10.0
1 10.700000000000001
2 11.449
3 12.250430000000001
4 13.107960100000003
5 14.025517307000005
6 15.007303518490005
7 16.057814764784307
8 17.181861798319208
9 18.384592124201554
10 19.671513572895666
11 21.04851952299836
12 22.52191588960825
13 24.098450001880828
14 25.785341502012486
15 27.590315407153362
16 29.521637485654104
17 31.588152109649887
18 33.799322757325385
19 36.16527535033816
20 38.69684462486183
21 41.40562374860217
22 44.304017411004324
23 47.40529862977462
24 50.72366953385885
25 54.274326401228976
26 58.07352924931501
27 62.13867629676706
28 66.48838363754076
29 71.14257049216862
30 76.12255042662042
31 81.45112895648387
32 87.15270798343774
33 93.25339754227839
34 99.78113537023788
35 106.76581484615453
36 114.23942188538535
37 122.23618141736233
38 130.7927141165777
39 139.94820410473815
40 149.74457839206985
41 160.22669887951474
42 171.44256780108077
43 183.44354754715647
44 196.2845958754574
45 210.02451758673942
46 224.7262338178112
47 240.457070185058
48 257.2890650980121
49 275.2992996548729
50 294.57025063071404
